key,question,group,answer,correction,references
NEIGHINTERB_W32,"In general, how often, if ever, would you say you talk on the phone with any of your neighbors",Democrat,Never,Never,"['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']"
NEIGHINTERB_W32,"In general, how often, if ever, would you say you talk on the phone with any of your neighbors",Republican,Never,Never,"['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']"
NEIGHINTERB_W32,"In general, how often, if ever, would you say you talk on the phone with any of your neighbors","$100,000 or more",Never,Never,"['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']"
NEIGHINTERB_W32,"In general, how often, if ever, would you say you talk on the phone with any of your neighbors","Less than $30,000",Never,Never,"['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']"
NEIGHKIDS_W32,Do you have any neighbors you would feel comfortable asking to watch your children for half an hour in a pinch?,Democrat,Does not apply,Does not apply,"['Yes', 'No', 'Does not apply', 'Refused']"
NEIGHKIDS_W32,Do you have any neighbors you would feel comfortable asking to watch your children for half an hour in a pinch?,Republican,Does not apply,Does not apply,"['Yes', 'No', 'Does not apply', 'Refused']"
NEIGHKIDS_W32,Do you have any neighbors you would feel comfortable asking to watch your children for half an hour in a pinch?,"$100,000 or more",Does not apply,Yes,"['Yes', 'No', 'Does not apply', 'Refused']"
NEIGHKIDS_W32,Do you have any neighbors you would feel comfortable asking to watch your children for half an hour in a pinch?,"Less than $30,000",Does not apply,Does not apply,"['Yes', 'No', 'Does not apply', 'Refused']"
NEIGHSAMEA_W32,"As far as you know, how many of your neighbors are the same race or ethnicity as you",Democrat,Most of them,Most of them,"['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']"
NEIGHSAMEA_W32,"As far as you know, how many of your neighbors are the same race or ethnicity as you",Republican,Most of them,Most of them,"['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']"
NEIGHSAMEA_W32,"As far as you know, how many of your neighbors are the same race or ethnicity as you","$100,000 or more",Most of them,Most of them,"['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']"
NEIGHSAMEA_W32,"As far as you know, how many of your neighbors are the same race or ethnicity as you","Less than $30,000",Most of them,Most of them,"['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']"
IMMIMPACT_W32,"Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been",Democrat,Neither positive nor negative,Mostly positive,"['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']"
IMMIMPACT_W32,"Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been",Republican,Neither positive nor negative,Neither positive nor negative,"['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']"
IMMIMPACT_W32,"Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been","$100,000 or more",Neither positive nor negative,Mostly positive,"['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']"
IMMIMPACT_W32,"Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been","Less than $30,000",Neither positive nor negative,Neither positive nor negative,"['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']"
WILLMOVE_W32,"Regardless of whether you would want to move, how likely is it that you will move to a different community at some point in the future?",Democrat,Somewhat likely,Somewhat likely,"['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']"
WILLMOVE_W32,"Regardless of whether you would want to move, how likely is it that you will move to a different community at some point in the future?",Republican,Somewhat likely,Not too likely,"['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']"
WILLMOVE_W32,"Regardless of whether you would want to move, how likely is it that you will move to a different community at some point in the future?","$100,000 or more",Somewhat likely,Not too likely,"['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']"
WILLMOVE_W32,"Regardless of whether you would want to move, how likely is it that you will move to a different community at some point in the future?","Less than $30,000",Somewhat likely,Somewhat likely,"['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']"
MOVEURBAN_W32,"If you could move to a different community, would you want to",Democrat,Move to a suburban area,Move to a suburban area,"['Stay in an urban area', 'Move to a suburban area', 'Move to a rural area', 'Refused']"
MOVEURBAN_W32,"If you could move to a different community, would you want to",Republican,Move to a suburban area,Move to a rural area,"['Stay in an urban area', 'Move to a suburban area', 'Move to a rural area', 'Refused']"
MOVEURBAN_W32,"If you could move to a different community, would you want to","$100,000 or more",Move to a suburban area,Move to a suburban area,"['Stay in an urban area', 'Move to a suburban area', 'Move to a rural area', 'Refused']"
MOVEURBAN_W32,"If you could move to a different community, would you want to","Less than $30,000",Move to a suburban area,Move to a rural area,"['Stay in an urban area', 'Move to a suburban area', 'Move to a rural area', 'Refused']"
MOVESUBURB_W32,"If you could move to a different community, would you want to",Democrat,Stay in a suburban area,Stay in a suburban area,"['Stay in a suburban area', 'Move to an urban area', 'Move to a rural area', 'Refused']"
MOVESUBURB_W32,"If you could move to a different community, would you want to",Republican,Stay in a suburban area,Move to a rural area,"['Stay in a suburban area', 'Move to an urban area', 'Move to a rural area', 'Refused']"
MOVESUBURB_W32,"If you could move to a different community, would you want to","$100,000 or more",Stay in a suburban area,Move to a rural area,"['Stay in a suburban area', 'Move to an urban area', 'Move to a rural area', 'Refused']"
MOVESUBURB_W32,"If you could move to a different community, would you want to","Less than $30,000",Stay in a suburban area,Move to an urban area,"['Stay in a suburban area', 'Move to an urban area', 'Move to a rural area', 'Refused']"
MOVERURAL_W32,"If you could move to a different community, would you want to",Democrat,Stay in a rural area,Move to a suburban area,"['Stay in a rural area', 'Move to an urban area', 'Move to a suburban area', 'Refused']"
MOVERURAL_W32,"If you could move to a different community, would you want to",Republican,Stay in a rural area,Stay in a rural area,"['Stay in a rural area', 'Move to an urban area', 'Move to a suburban area', 'Refused']"
MOVERURAL_W32,"If you could move to a different community, would you want to","$100,000 or more",Stay in a rural area,Move to a suburban area,"['Stay in a rural area', 'Move to an urban area', 'Move to a suburban area', 'Refused']"
MOVERURAL_W32,"If you could move to a different community, would you want to","Less than $30,000",Stay in a rural area,Stay in a rural area,"['Stay in a rural area', 'Move to an urban area', 'Move to a suburban area', 'Refused']"
ETHNCMAJ_W32,"According to the U.S. Census Bureau, in the next 25 to 30 years, African Americans, Latinos, and people of Asian descent will make up a majority of the population. In general, do you think that this is",Democrat,Neither good nor bad for the country,Neither good nor bad for the country,"['Good for the country', 'Bad for the country', 'Neither good nor bad for the country', 'Refused']"
ETHNCMAJ_W32,"According to the U.S. Census Bureau, in the next 25 to 30 years, African Americans, Latinos, and people of Asian descent will make up a majority of the population. In general, do you think that this is",Republican,Neither good nor bad for the country,Neither good nor bad for the country,"['Good for the country', 'Bad for the country', 'Neither good nor bad for the country', 'Refused']"
ETHNCMAJ_W32,"According to the U.S. Census Bureau, in the next 25 to 30 years, African Americans, Latinos, and people of Asian descent will make up a majority of the population. In general, do you think that this is","$100,000 or more",Neither good nor bad for the country,Neither good nor bad for the country,"['Good for the country', 'Bad for the country', 'Neither good nor bad for the country', 'Refused']"
ETHNCMAJ_W32,"According to the U.S. Census Bureau, in the next 25 to 30 years, African Americans, Latinos, and people of Asian descent will make up a majority of the population. In general, do you think that this is","Less than $30,000",Neither good nor bad for the country,Neither good nor bad for the country,"['Good for the country', 'Bad for the country', 'Neither good nor bad for the country', 'Refused']"
WHADVANT_W32,"On a different subject how much, if at all, do white people benefit from advantages in society that black people do not have?",Democrat,A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
WHADVANT_W32,"On a different subject how much, if at all, do white people benefit from advantages in society that black people do not have?",Republican,A great deal,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
WHADVANT_W32,"On a different subject how much, if at all, do white people benefit from advantages in society that black people do not have?","$100,000 or more",A great deal,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
WHADVANT_W32,"On a different subject how much, if at all, do white people benefit from advantages in society that black people do not have?","Less than $30,000",A great deal,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
GAYMARR2_W32,"As you may know, same-sex marriage is now legal in the U.S. Do you think this is a good thing or a bad thing for our society?",Democrat,Very good thing,Very good thing,"['Very good thing', 'Somewhat good thing', 'Somewhat bad thing', 'Very bad thing', 'Refused']"
GAYMARR2_W32,"As you may know, same-sex marriage is now legal in the U.S. Do you think this is a good thing or a bad thing for our society?",Republican,Very good thing,Very bad thing,"['Very good thing', 'Somewhat good thing', 'Somewhat bad thing', 'Very bad thing', 'Refused']"
GAYMARR2_W32,"As you may know, same-sex marriage is now legal in the U.S. Do you think this is a good thing or a bad thing for our society?","$100,000 or more",Very good thing,Very good thing,"['Very good thing', 'Somewhat good thing', 'Somewhat bad thing', 'Very bad thing', 'Refused']"
GAYMARR2_W32,"As you may know, same-sex marriage is now legal in the U.S. Do you think this is a good thing or a bad thing for our society?","Less than $30,000",Very good thing,Somewhat good thing,"['Very good thing', 'Somewhat good thing', 'Somewhat bad thing', 'Very bad thing', 'Refused']"
CLASS_W32,"If you were asked to use one of these commonly used names for the social classes, which would you say you belong in?",Democrat,Middle class,Middle class,"['Upper class', 'Upper-middle class', 'Middle class', 'Lower-middle class', 'Lower class', 'Refused']"
CLASS_W32,"If you were asked to use one of these commonly used names for the social classes, which would you say you belong in?",Republican,Middle class,Middle class,"['Upper class', 'Upper-middle class', 'Middle class', 'Lower-middle class', 'Lower class', 'Refused']"
CLASS_W32,"If you were asked to use one of these commonly used names for the social classes, which would you say you belong in?","$100,000 or more",Middle class,Middle class,"['Upper class', 'Upper-middle class', 'Middle class', 'Lower-middle class', 'Lower class', 'Refused']"
CLASS_W32,"If you were asked to use one of these commonly used names for the social classes, which would you say you belong in?","Less than $30,000",Middle class,Lower-middle class,"['Upper class', 'Upper-middle class', 'Middle class', 'Lower-middle class', 'Lower class', 'Refused']"
EAT1_W34,How often do you choose foods to eat because they are healthy and nutritious?,Democrat,More than half of the time,More than half of the time,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']"
EAT1_W34,How often do you choose foods to eat because they are healthy and nutritious?,Republican,More than half of the time,More than half of the time,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']"
EAT1_W34,How often do you choose foods to eat because they are healthy and nutritious?,"$100,000 or more",More than half of the time,More than half of the time,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']"
EAT1_W34,How often do you choose foods to eat because they are healthy and nutritious?,"Less than $30,000",More than half of the time,About half of the time,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']"
EAT2_W34,How often do you choose foods to eat because they are easy and most convenient?,Democrat,About half of the time,About half of the time,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']"
EAT2_W34,How often do you choose foods to eat because they are easy and most convenient?,Republican,About half of the time,About half of the time,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']"
EAT2_W34,How often do you choose foods to eat because they are easy and most convenient?,"$100,000 or more",About half of the time,Less than half of the time,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']"
EAT2_W34,How often do you choose foods to eat because they are easy and most convenient?,"Less than $30,000",About half of the time,More than half of the time,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']"
FUD22_W34,How much of the food you eat is organic?,Democrat,Not too much,Not too much,"['Most of it', 'Some of it', 'Not too much', 'None at all', 'Refused']"
FUD22_W34,How much of the food you eat is organic?,Republican,Not too much,Not too much,"['Most of it', 'Some of it', 'Not too much', 'None at all', 'Refused']"
FUD22_W34,How much of the food you eat is organic?,"$100,000 or more",Not too much,Not too much,"['Most of it', 'Some of it', 'Not too much', 'None at all', 'Refused']"
FUD22_W34,How much of the food you eat is organic?,"Less than $30,000",Not too much,Not too much,"['Most of it', 'Some of it', 'Not too much', 'None at all', 'Refused']"
FUD24_W34,Do you think organic fruits and vegetables are generally,Democrat,Neither better nor worse for one's health than conventionally grown foods,Neither better nor worse for one's health than conventionally grown foods,"[""Better for one's health than conventionally grown foods"", ""Worse for one's health than conventionally grown foods"", ""Neither better nor worse for one's health than conventionally grown foods"", 'Refused']"
FUD24_W34,Do you think organic fruits and vegetables are generally,Republican,Neither better nor worse for one's health than conventionally grown foods,Neither better nor worse for one's health than conventionally grown foods,"[""Better for one's health than conventionally grown foods"", ""Worse for one's health than conventionally grown foods"", ""Neither better nor worse for one's health than conventionally grown foods"", 'Refused']"
FUD24_W34,Do you think organic fruits and vegetables are generally,"$100,000 or more",Neither better nor worse for one's health than conventionally grown foods,Better for one's health than conventionally grown foods,"[""Better for one's health than conventionally grown foods"", ""Worse for one's health than conventionally grown foods"", ""Neither better nor worse for one's health than conventionally grown foods"", 'Refused']"
FUD24_W34,Do you think organic fruits and vegetables are generally,"Less than $30,000",Neither better nor worse for one's health than conventionally grown foods,Neither better nor worse for one's health than conventionally grown foods,"[""Better for one's health than conventionally grown foods"", ""Worse for one's health than conventionally grown foods"", ""Neither better nor worse for one's health than conventionally grown foods"", 'Refused']"
EAT5B_W34,"How much health risk, if any, does eating meat from animals that have been given antibiotics or hormones have for the average person over the course of their lifetime?",Democrat,Some health risk,Some health risk,"['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
EAT5B_W34,"How much health risk, if any, does eating meat from animals that have been given antibiotics or hormones have for the average person over the course of their lifetime?",Republican,Some health risk,Some health risk,"['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
EAT5B_W34,"How much health risk, if any, does eating meat from animals that have been given antibiotics or hormones have for the average person over the course of their lifetime?","$100,000 or more",Some health risk,Some health risk,"['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
EAT5B_W34,"How much health risk, if any, does eating meat from animals that have been given antibiotics or hormones have for the average person over the course of their lifetime?","Less than $30,000",Some health risk,Some health risk,"['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
EAT5C_W34,"How much health risk, if any, does eating food and drinks with artificial coloring have for the average person over the course of their lifetime?",Democrat,Some health risk,Some health risk,"['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
EAT5C_W34,"How much health risk, if any, does eating food and drinks with artificial coloring have for the average person over the course of their lifetime?",Republican,Some health risk,Some health risk,"['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
EAT5C_W34,"How much health risk, if any, does eating food and drinks with artificial coloring have for the average person over the course of their lifetime?","$100,000 or more",Some health risk,Some health risk,"['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
EAT5C_W34,"How much health risk, if any, does eating food and drinks with artificial coloring have for the average person over the course of their lifetime?","Less than $30,000",Some health risk,Some health risk,"['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
EAT5D_W34,"How much health risk, if any, does eating food and drinks with artificial preservatives have for the average person over the course of their lifetime?",Democrat,Some health risk,Some health risk,"['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
EAT5D_W34,"How much health risk, if any, does eating food and drinks with artificial preservatives have for the average person over the course of their lifetime?",Republican,Some health risk,Some health risk,"['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
EAT5D_W34,"How much health risk, if any, does eating food and drinks with artificial preservatives have for the average person over the course of their lifetime?","$100,000 or more",Some health risk,Some health risk,"['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
EAT5D_W34,"How much health risk, if any, does eating food and drinks with artificial preservatives have for the average person over the course of their lifetime?","Less than $30,000",Some health risk,Some health risk,"['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
FUD33B_W34,"Even if you are not sure, which is closer to your views? Do you think foods with genetically modified ingredients are generally",Democrat,Neither better nor worse for your health than foods with no genetically modified ingredients,Neither better nor worse for your health than foods with no genetically modified ingredients,"['Better for your health than foods with no genetically modified ingredients', 'Worse for your health than foods with no genetically modified ingredients', 'Neither better nor worse for your health than foods with no genetically modified ingredients', 'Refused']"
FUD33B_W34,"Even if you are not sure, which is closer to your views? Do you think foods with genetically modified ingredients are generally",Republican,Neither better nor worse for your health than foods with no genetically modified ingredients,Neither better nor worse for your health than foods with no genetically modified ingredients,"['Better for your health than foods with no genetically modified ingredients', 'Worse for your health than foods with no genetically modified ingredients', 'Neither better nor worse for your health than foods with no genetically modified ingredients', 'Refused']"
FUD33B_W34,"Even if you are not sure, which is closer to your views? Do you think foods with genetically modified ingredients are generally","$100,000 or more",Neither better nor worse for your health than foods with no genetically modified ingredients,Neither better nor worse for your health than foods with no genetically modified ingredients,"['Better for your health than foods with no genetically modified ingredients', 'Worse for your health than foods with no genetically modified ingredients', 'Neither better nor worse for your health than foods with no genetically modified ingredients', 'Refused']"
FUD33B_W34,"Even if you are not sure, which is closer to your views? Do you think foods with genetically modified ingredients are generally","Less than $30,000",Neither better nor worse for your health than foods with no genetically modified ingredients,Neither better nor worse for your health than foods with no genetically modified ingredients,"['Better for your health than foods with no genetically modified ingredients', 'Worse for your health than foods with no genetically modified ingredients', 'Neither better nor worse for your health than foods with no genetically modified ingredients', 'Refused']"
FUD35_W34,"How much do you, personally, care about the issue of genetically modified foods?",Democrat,Some,Some,"['A great deal', 'Some', 'Not too much', 'Not at all', 'Refused']"
FUD35_W34,"How much do you, personally, care about the issue of genetically modified foods?",Republican,Some,Some,"['A great deal', 'Some', 'Not too much', 'Not at all', 'Refused']"
FUD35_W34,"How much do you, personally, care about the issue of genetically modified foods?","$100,000 or more",Some,Some,"['A great deal', 'Some', 'Not too much', 'Not at all', 'Refused']"
FUD35_W34,"How much do you, personally, care about the issue of genetically modified foods?","Less than $30,000",Some,Some,"['A great deal', 'Some', 'Not too much', 'Not at all', 'Refused']"
FUD37A_W34,How likely is it that genetically modified foods will lead to more affordably-priced food,Democrat,Fairly likely,Fairly likely,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
FUD37A_W34,How likely is it that genetically modified foods will lead to more affordably-priced food,Republican,Fairly likely,Fairly likely,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
FUD37A_W34,How likely is it that genetically modified foods will lead to more affordably-priced food,"$100,000 or more",Fairly likely,Fairly likely,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
FUD37A_W34,How likely is it that genetically modified foods will lead to more affordably-priced food,"Less than $30,000",Fairly likely,Fairly likely,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
FUD37B_W34,How likely is it that genetically modified foods will lead to health problems for the population as a whole,Democrat,Fairly likely,Fairly likely,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
FUD37B_W34,How likely is it that genetically modified foods will lead to health problems for the population as a whole,Republican,Fairly likely,Not too likely,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
FUD37B_W34,How likely is it that genetically modified foods will lead to health problems for the population as a whole,"$100,000 or more",Fairly likely,Not too likely,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
FUD37B_W34,How likely is it that genetically modified foods will lead to health problems for the population as a whole,"Less than $30,000",Fairly likely,Fairly likely,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
FUD37C_W34,How likely is it that genetically modified foods will create problems for the environment,Democrat,Not too likely,Fairly likely,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
FUD37C_W34,How likely is it that genetically modified foods will create problems for the environment,Republican,Not too likely,Not too likely,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
FUD37C_W34,How likely is it that genetically modified foods will create problems for the environment,"$100,000 or more",Not too likely,Not too likely,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
FUD37C_W34,How likely is it that genetically modified foods will create problems for the environment,"Less than $30,000",Not too likely,Fairly likely,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
EVOTHREE_W34,"Which of these statements comes closer to your own views, even if neither is exactly right?",Democrat,Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc,Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc,"['Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 'Refused']"
EVOTHREE_W34,"Which of these statements comes closer to your own views, even if neither is exactly right?",Republican,Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc,Humans have evolved over time due to processes that were guided or allowed by God or a higher power,"['Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 'Refused']"
EVOTHREE_W34,"Which of these statements comes closer to your own views, even if neither is exactly right?","$100,000 or more",Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc,Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc,"['Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 'Refused']"
EVOTHREE_W34,"Which of these statements comes closer to your own views, even if neither is exactly right?","Less than $30,000",Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc,Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc,"['Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 'Refused']"
EVOPERS3_W34,Thinking about the development of human life on Earth which statement comes closest to your view?,Democrat,Humans have evolved over time due to processes that were guided or allowed by God or a higher power,Humans have evolved over time due to processes that were guided or allowed by God or a higher power,"['Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 'Humans have existed in their present form since the beginning of time', 'Refused']"
EVOPERS3_W34,Thinking about the development of human life on Earth which statement comes closest to your view?,Republican,Humans have evolved over time due to processes that were guided or allowed by God or a higher power,Humans have evolved over time due to processes that were guided or allowed by God or a higher power,"['Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 'Humans have existed in their present form since the beginning of time', 'Refused']"
EVOPERS3_W34,Thinking about the development of human life on Earth which statement comes closest to your view?,"$100,000 or more",Humans have evolved over time due to processes that were guided or allowed by God or a higher power,Humans have evolved over time due to processes that were guided or allowed by God or a higher power,"['Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 'Humans have existed in their present form since the beginning of time', 'Refused']"
EVOPERS3_W34,Thinking about the development of human life on Earth which statement comes closest to your view?,"Less than $30,000",Humans have evolved over time due to processes that were guided or allowed by God or a higher power,Humans have evolved over time due to processes that were guided or allowed by God or a higher power,"['Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 'Humans have existed in their present form since the beginning of time', 'Refused']"
EVOBIOA_W34,"From what you have heard or read, which of these statements about the development of human life on Earth comes closest to what most biological scientists say?",Democrat,Humans have evolved over time due to processes such as natural selection,Humans have evolved over time due to processes such as natural selection,"['Humans have evolved over time due to processes such as natural selection', 'Humans have existed in their present form since the beginning of time', 'Not sure', 'Refused']"
EVOBIOA_W34,"From what you have heard or read, which of these statements about the development of human life on Earth comes closest to what most biological scientists say?",Republican,Humans have evolved over time due to processes such as natural selection,Humans have evolved over time due to processes such as natural selection,"['Humans have evolved over time due to processes such as natural selection', 'Humans have existed in their present form since the beginning of time', 'Not sure', 'Refused']"
EVOBIOA_W34,"From what you have heard or read, which of these statements about the development of human life on Earth comes closest to what most biological scientists say?","$100,000 or more",Humans have evolved over time due to processes such as natural selection,Humans have evolved over time due to processes such as natural selection,"['Humans have evolved over time due to processes such as natural selection', 'Humans have existed in their present form since the beginning of time', 'Not sure', 'Refused']"
EVOBIOA_W34,"From what you have heard or read, which of these statements about the development of human life on Earth comes closest to what most biological scientists say?","Less than $30,000",Humans have evolved over time due to processes such as natural selection,Humans have evolved over time due to processes such as natural selection,"['Humans have evolved over time due to processes such as natural selection', 'Humans have existed in their present form since the beginning of time', 'Not sure', 'Refused']"
EVOBIOB_W34,"Even if you are not sure, from what you have heard or read, which of these statements about the development of human life on Earth comes closest to what most biological scientists say?",Democrat,Humans have evolved over time due to processes such as natural selection,Humans have existed in their present form since the beginning of time,"['Humans have evolved over time due to processes such as natural selection', 'Humans have existed in their present form since the beginning of time', 'Refused']"
EVOBIOB_W34,"Even if you are not sure, from what you have heard or read, which of these statements about the development of human life on Earth comes closest to what most biological scientists say?",Republican,Humans have evolved over time due to processes such as natural selection,Humans have evolved over time due to processes such as natural selection,"['Humans have evolved over time due to processes such as natural selection', 'Humans have existed in their present form since the beginning of time', 'Refused']"
EVOBIOB_W34,"Even if you are not sure, from what you have heard or read, which of these statements about the development of human life on Earth comes closest to what most biological scientists say?","$100,000 or more",Humans have evolved over time due to processes such as natural selection,Humans have evolved over time due to processes such as natural selection,"['Humans have evolved over time due to processes such as natural selection', 'Humans have existed in their present form since the beginning of time', 'Refused']"
EVOBIOB_W34,"Even if you are not sure, from what you have heard or read, which of these statements about the development of human life on Earth comes closest to what most biological scientists say?","Less than $30,000",Humans have evolved over time due to processes such as natural selection,Humans have evolved over time due to processes such as natural selection,"['Humans have evolved over time due to processes such as natural selection', 'Humans have existed in their present form since the beginning of time', 'Refused']"
ESSENPOLF1A_W36,"In general, how important, if at all, is it to you for someone in high political office to be honest and ethical?",Democrat,Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1A_W36,"In general, how important, if at all, is it to you for someone in high political office to be honest and ethical?",Republican,Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1A_W36,"In general, how important, if at all, is it to you for someone in high political office to be honest and ethical?","$100,000 or more",Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1A_W36,"In general, how important, if at all, is it to you for someone in high political office to be honest and ethical?","Less than $30,000",Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1B_W36,"In general, how important, if at all, is it to you for someone in high political office to be compassionate and empathetic?",Democrat,Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1B_W36,"In general, how important, if at all, is it to you for someone in high political office to be compassionate and empathetic?",Republican,Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1B_W36,"In general, how important, if at all, is it to you for someone in high political office to be compassionate and empathetic?","$100,000 or more",Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1B_W36,"In general, how important, if at all, is it to you for someone in high political office to be compassionate and empathetic?","Less than $30,000",Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1D_W36,"In general, how important, if at all, is it to you for someone in high political office to work well under pressure?",Democrat,Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
