key,question,references,qkey,group,attribute,D_H,answer
TRAITPOLWF1D_W36,"In general, how do you think being approachable impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1D_W36,Overall,Overall,"[0.69097959, 0.08437173, 0.22464868]",Mostly helps a woman's chances
TRAITPOLWF1D_W36,"In general, how do you think being approachable impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1D_W36,Democrat,POLPARTY,"[0.71272765, 0.06272581, 0.22454654]",Mostly helps a woman's chances
TRAITPOLWF1D_W36,"In general, how do you think being approachable impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1D_W36,Republican,POLPARTY,"[0.6782487, 0.04769637, 0.27405492]",Mostly helps a woman's chances
TRAITPOLWF1D_W36,"In general, how do you think being approachable impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1D_W36,"$100,000 or more",INCOME,"[0.81315692, 0.03425833, 0.15258475]",Mostly helps a woman's chances
TRAITPOLWF1D_W36,"In general, how do you think being approachable impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1D_W36,"Less than $30,000",INCOME,"[0.63733736, 0.09234333, 0.27031931]",Mostly helps a woman's chances
TRAITPOLWF1E_W36,"In general, how do you think being assertive impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1E_W36,Overall,Overall,"[0.51349043, 0.23392915, 0.25258042]",Mostly helps a woman's chances
TRAITPOLWF1E_W36,"In general, how do you think being assertive impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1E_W36,Democrat,POLPARTY,"[0.42383592, 0.33654078, 0.2396233]",Mostly helps a woman's chances
TRAITPOLWF1E_W36,"In general, how do you think being assertive impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1E_W36,Republican,POLPARTY,"[0.65066279, 0.09558016, 0.25375705]",Mostly helps a woman's chances
TRAITPOLWF1E_W36,"In general, how do you think being assertive impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1E_W36,"$100,000 or more",INCOME,"[0.50732948, 0.28922428, 0.20344624]",Mostly helps a woman's chances
TRAITPOLWF1E_W36,"In general, how do you think being assertive impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1E_W36,"Less than $30,000",INCOME,"[0.4901621, 0.19280854, 0.31702937]",Mostly helps a woman's chances
TRAITPOLWF1F_W36,"In general, how do you think showing emotions impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1F_W36,Overall,Overall,"[0.17664077, 0.52702715, 0.29633208]",Mostly hurts a woman's chances
TRAITPOLWF1F_W36,"In general, how do you think showing emotions impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1F_W36,Democrat,POLPARTY,"[0.16911381, 0.5768563, 0.25402989]",Mostly hurts a woman's chances
TRAITPOLWF1F_W36,"In general, how do you think showing emotions impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1F_W36,Republican,POLPARTY,"[0.20244535, 0.46886392, 0.32869073]",Mostly hurts a woman's chances
TRAITPOLWF1F_W36,"In general, how do you think showing emotions impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1F_W36,"$100,000 or more",INCOME,"[0.15484214, 0.57177238, 0.27338548]",Mostly hurts a woman's chances
TRAITPOLWF1F_W36,"In general, how do you think showing emotions impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1F_W36,"Less than $30,000",INCOME,"[0.21603129, 0.47249289, 0.31147582]",Mostly hurts a woman's chances
TRAITPOLWF1G_W36,"In general, how do you think being physically attractive impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1G_W36,Overall,Overall,"[0.60667657, 0.05872363, 0.3345998]",Mostly helps a woman's chances
TRAITPOLWF1G_W36,"In general, how do you think being physically attractive impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1G_W36,Democrat,POLPARTY,"[0.58031819, 0.0928716, 0.32681022]",Mostly helps a woman's chances
TRAITPOLWF1G_W36,"In general, how do you think being physically attractive impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1G_W36,Republican,POLPARTY,"[0.542465, 0.06947658, 0.38805842]",Mostly helps a woman's chances
TRAITPOLWF1G_W36,"In general, how do you think being physically attractive impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1G_W36,"$100,000 or more",INCOME,"[0.68183452, 0.06407242, 0.25409306]",Mostly helps a woman's chances
TRAITPOLWF1G_W36,"In general, how do you think being physically attractive impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLWF1G_W36,"Less than $30,000",INCOME,"[0.53503423, 0.0513741, 0.41359167]",Mostly helps a woman's chances
TRAITPOLMF1B_W36,"In general, how do you think being compassionate impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1B_W36,Overall,Overall,"[0.4687404, 0.14477628, 0.38648332]",Mostly helps a man's chances
TRAITPOLMF1B_W36,"In general, how do you think being compassionate impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1B_W36,Democrat,POLPARTY,"[0.45407365, 0.15874701, 0.38717935]",Mostly helps a man's chances
TRAITPOLMF1B_W36,"In general, how do you think being compassionate impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1B_W36,Republican,POLPARTY,"[0.49560515, 0.10829494, 0.39609991]",Mostly helps a man's chances
TRAITPOLMF1B_W36,"In general, how do you think being compassionate impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1B_W36,"$100,000 or more",INCOME,"[0.49203677, 0.14746455, 0.36049868]",Mostly helps a man's chances
TRAITPOLMF1B_W36,"In general, how do you think being compassionate impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1B_W36,"Less than $30,000",INCOME,"[0.42593943, 0.14384001, 0.43022055]",Doesn't make much of a difference
TRAITPOLMF1C_W36,"In general, how do you think being ambitious impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1C_W36,Overall,Overall,"[0.70230663, 0.06468556, 0.23300781]",Mostly helps a man's chances
TRAITPOLMF1C_W36,"In general, how do you think being ambitious impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1C_W36,Democrat,POLPARTY,"[0.68727897, 0.08823959, 0.22448143]",Mostly helps a man's chances
TRAITPOLMF1C_W36,"In general, how do you think being ambitious impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1C_W36,Republican,POLPARTY,"[0.73496289, 0.0490358, 0.21600131]",Mostly helps a man's chances
TRAITPOLMF1C_W36,"In general, how do you think being ambitious impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1C_W36,"$100,000 or more",INCOME,"[0.73246439, 0.0403329, 0.2272027]",Mostly helps a man's chances
TRAITPOLMF1C_W36,"In general, how do you think being ambitious impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1C_W36,"Less than $30,000",INCOME,"[0.61440424, 0.09897595, 0.2866198]",Mostly helps a man's chances
TRAITPOLMF1D_W36,"In general, how do you think being approachable impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1D_W36,Overall,Overall,"[0.65350988, 0.03884653, 0.30764359]",Mostly helps a man's chances
TRAITPOLMF1D_W36,"In general, how do you think being approachable impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1D_W36,Democrat,POLPARTY,"[0.59385608, 0.06545508, 0.34068884]",Mostly helps a man's chances
TRAITPOLMF1D_W36,"In general, how do you think being approachable impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1D_W36,Republican,POLPARTY,"[0.73153449, 0.03390988, 0.23455563]",Mostly helps a man's chances
TRAITPOLMF1D_W36,"In general, how do you think being approachable impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1D_W36,"$100,000 or more",INCOME,"[0.72823522, 0.02947143, 0.24229335]",Mostly helps a man's chances
TRAITPOLMF1D_W36,"In general, how do you think being approachable impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1D_W36,"Less than $30,000",INCOME,"[0.61456889, 0.04515496, 0.34027615]",Mostly helps a man's chances
TRAITPOLMF1E_W36,"In general, how do you think being assertive impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1E_W36,Overall,Overall,"[0.73853929, 0.04568196, 0.21577874]",Mostly helps a man's chances
TRAITPOLMF1E_W36,"In general, how do you think being assertive impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1E_W36,Democrat,POLPARTY,"[0.6797086, 0.06846095, 0.25183045]",Mostly helps a man's chances
TRAITPOLMF1E_W36,"In general, how do you think being assertive impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1E_W36,Republican,POLPARTY,"[0.79672462, 0.04449876, 0.15877662]",Mostly helps a man's chances
TRAITPOLMF1E_W36,"In general, how do you think being assertive impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1E_W36,"$100,000 or more",INCOME,"[0.8740723, 0.0113094, 0.1146183]",Mostly helps a man's chances
TRAITPOLMF1E_W36,"In general, how do you think being assertive impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1E_W36,"Less than $30,000",INCOME,"[0.58892681, 0.04307099, 0.3680022]",Mostly helps a man's chances
TRAITPOLMF1F_W36,"In general, how do you think showing emotions impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1F_W36,Overall,Overall,"[0.23747293, 0.38809298, 0.37443409]",Mostly hurts a man's chances
TRAITPOLMF1F_W36,"In general, how do you think showing emotions impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1F_W36,Democrat,POLPARTY,"[0.24586374, 0.40436897, 0.34976729]",Mostly hurts a man's chances
TRAITPOLMF1F_W36,"In general, how do you think showing emotions impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1F_W36,Republican,POLPARTY,"[0.20926363, 0.43488558, 0.35585079]",Mostly hurts a man's chances
TRAITPOLMF1F_W36,"In general, how do you think showing emotions impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1F_W36,"$100,000 or more",INCOME,"[0.21931059, 0.46674436, 0.31394505]",Mostly hurts a man's chances
TRAITPOLMF1F_W36,"In general, how do you think showing emotions impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1F_W36,"Less than $30,000",INCOME,"[0.28593185, 0.32461255, 0.3894556]",Doesn't make much of a difference
TRAITPOLMF1G_W36,"In general, how do you think being physically attractive impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1G_W36,Overall,Overall,"[0.4902096, 0.02559023, 0.48420017]",Mostly helps a man's chances
TRAITPOLMF1G_W36,"In general, how do you think being physically attractive impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1G_W36,Democrat,POLPARTY,"[0.52401737, 0.04465375, 0.43132887]",Mostly helps a man's chances
TRAITPOLMF1G_W36,"In general, how do you think being physically attractive impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1G_W36,Republican,POLPARTY,"[0.45073965, 0.01066741, 0.53859294]",Doesn't make much of a difference
TRAITPOLMF1G_W36,"In general, how do you think being physically attractive impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1G_W36,"$100,000 or more",INCOME,"[0.66613106, 0.0109053, 0.32296364]",Mostly helps a man's chances
TRAITPOLMF1G_W36,"In general, how do you think being physically attractive impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITPOLMF1G_W36,"Less than $30,000",INCOME,"[0.4001254, 0.02945156, 0.57042304]",Doesn't make much of a difference
POLCHF1_W36,"In general, what do you think is better for a woman who wants to reach high political office?","['Having children before she enters politics', 'Waiting until she is well-established in her political career to have children', 'Not having children at all', 'Refused']",POLCHF1_W36,Overall,Overall,"[0.52761196, 0.27300918, 0.19937886]",Having children before she enters politics
POLCHF1_W36,"In general, what do you think is better for a woman who wants to reach high political office?","['Having children before she enters politics', 'Waiting until she is well-established in her political career to have children', 'Not having children at all', 'Refused']",POLCHF1_W36,Democrat,POLPARTY,"[0.56660515, 0.26859905, 0.1647958]",Having children before she enters politics
POLCHF1_W36,"In general, what do you think is better for a woman who wants to reach high political office?","['Having children before she enters politics', 'Waiting until she is well-established in her political career to have children', 'Not having children at all', 'Refused']",POLCHF1_W36,Republican,POLPARTY,"[0.59684564, 0.19204469, 0.21110967]",Having children before she enters politics
POLCHF1_W36,"In general, what do you think is better for a woman who wants to reach high political office?","['Having children before she enters politics', 'Waiting until she is well-established in her political career to have children', 'Not having children at all', 'Refused']",POLCHF1_W36,"$100,000 or more",INCOME,"[0.69116926, 0.16434575, 0.14448499]",Having children before she enters politics
POLCHF1_W36,"In general, what do you think is better for a woman who wants to reach high political office?","['Having children before she enters politics', 'Waiting until she is well-established in her political career to have children', 'Not having children at all', 'Refused']",POLCHF1_W36,"Less than $30,000",INCOME,"[0.43065517, 0.34856382, 0.22078102]",Having children before she enters politics
TRAITBIZWF2C_W36,"In general, how do you think being ambitious impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2C_W36,Overall,Overall,"[0.55363513, 0.20391563, 0.24244925]",Mostly helps a woman's chances
TRAITBIZWF2C_W36,"In general, how do you think being ambitious impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2C_W36,Democrat,POLPARTY,"[0.45897948, 0.29870747, 0.24231306]",Mostly helps a woman's chances
TRAITBIZWF2C_W36,"In general, how do you think being ambitious impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2C_W36,Republican,POLPARTY,"[0.65626115, 0.09875662, 0.24498223]",Mostly helps a woman's chances
TRAITBIZWF2C_W36,"In general, how do you think being ambitious impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2C_W36,"$100,000 or more",INCOME,"[0.58226508, 0.23584018, 0.18189474]",Mostly helps a woman's chances
TRAITBIZWF2C_W36,"In general, how do you think being ambitious impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2C_W36,"Less than $30,000",INCOME,"[0.58222748, 0.22215568, 0.19561684]",Mostly helps a woman's chances
TRAITBIZWF2D_W36,"In general, how do you think being approachable impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2D_W36,Overall,Overall,"[0.59457978, 0.09062045, 0.31479978]",Mostly helps a woman's chances
TRAITBIZWF2D_W36,"In general, how do you think being approachable impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2D_W36,Democrat,POLPARTY,"[0.53224142, 0.16045786, 0.30730072]",Mostly helps a woman's chances
TRAITBIZWF2D_W36,"In general, how do you think being approachable impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2D_W36,Republican,POLPARTY,"[0.62225283, 0.02655877, 0.3511884]",Mostly helps a woman's chances
TRAITBIZWF2D_W36,"In general, how do you think being approachable impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2D_W36,"$100,000 or more",INCOME,"[0.58128457, 0.1416464, 0.27706903]",Mostly helps a woman's chances
TRAITBIZWF2D_W36,"In general, how do you think being approachable impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2D_W36,"Less than $30,000",INCOME,"[0.59336455, 0.08907022, 0.31756524]",Mostly helps a woman's chances
TRAITBIZWF2E_W36,"In general, how do you think being assertive impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2E_W36,Overall,Overall,"[0.53523623, 0.24337096, 0.22139281]",Mostly helps a woman's chances
TRAITBIZWF2E_W36,"In general, how do you think being assertive impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2E_W36,Democrat,POLPARTY,"[0.52738992, 0.24545714, 0.22715294]",Mostly helps a woman's chances
TRAITBIZWF2E_W36,"In general, how do you think being assertive impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2E_W36,Republican,POLPARTY,"[0.57462038, 0.20249701, 0.2228826]",Mostly helps a woman's chances
TRAITBIZWF2E_W36,"In general, how do you think being assertive impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2E_W36,"$100,000 or more",INCOME,"[0.57082822, 0.2495599, 0.17961188]",Mostly helps a woman's chances
TRAITBIZWF2E_W36,"In general, how do you think being assertive impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2E_W36,"Less than $30,000",INCOME,"[0.50497166, 0.20498677, 0.29004157]",Mostly helps a woman's chances
TRAITBIZWF2G_W36,"In general, how do you think being physically attractive impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2G_W36,Overall,Overall,"[0.70200546, 0.08323539, 0.21475915]",Mostly helps a woman's chances
TRAITBIZWF2G_W36,"In general, how do you think being physically attractive impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2G_W36,Democrat,POLPARTY,"[0.70573465, 0.11113727, 0.18312808]",Mostly helps a woman's chances
TRAITBIZWF2G_W36,"In general, how do you think being physically attractive impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2G_W36,Republican,POLPARTY,"[0.6370782, 0.060992, 0.3019298]",Mostly helps a woman's chances
TRAITBIZWF2G_W36,"In general, how do you think being physically attractive impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2G_W36,"$100,000 or more",INCOME,"[0.77483385, 0.05906944, 0.16609671]",Mostly helps a woman's chances
TRAITBIZWF2G_W36,"In general, how do you think being physically attractive impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZWF2G_W36,"Less than $30,000",INCOME,"[0.66328915, 0.07580202, 0.26090882]",Mostly helps a woman's chances
TRAITBIZMF2C_W36,"In general, how do you think being ambitious impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2C_W36,Overall,Overall,"[0.71985866, 0.05884537, 0.22129597]",Mostly helps a man's chances
TRAITBIZMF2C_W36,"In general, how do you think being ambitious impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2C_W36,Democrat,POLPARTY,"[0.68093806, 0.0663259, 0.25273605]",Mostly helps a man's chances
TRAITBIZMF2C_W36,"In general, how do you think being ambitious impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2C_W36,Republican,POLPARTY,"[0.74945423, 0.03381576, 0.21673001]",Mostly helps a man's chances
TRAITBIZMF2C_W36,"In general, how do you think being ambitious impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2C_W36,"$100,000 or more",INCOME,"[0.83428055, 0.0, 0.16571945]",Mostly helps a man's chances
TRAITBIZMF2C_W36,"In general, how do you think being ambitious impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2C_W36,"Less than $30,000",INCOME,"[0.61662943, 0.13169368, 0.25167689]",Mostly helps a man's chances
TRAITBIZMF2D_W36,"In general, how do you think being approachable impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2D_W36,Overall,Overall,"[0.60700784, 0.04874399, 0.34424817]",Mostly helps a man's chances
TRAITBIZMF2D_W36,"In general, how do you think being approachable impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2D_W36,Democrat,POLPARTY,"[0.57001512, 0.07127255, 0.35871233]",Mostly helps a man's chances
TRAITBIZMF2D_W36,"In general, how do you think being approachable impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2D_W36,Republican,POLPARTY,"[0.67777322, 0.03266726, 0.28955951]",Mostly helps a man's chances
TRAITBIZMF2D_W36,"In general, how do you think being approachable impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2D_W36,"$100,000 or more",INCOME,"[0.60940254, 0.02984594, 0.36075151]",Mostly helps a man's chances
TRAITBIZMF2D_W36,"In general, how do you think being approachable impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2D_W36,"Less than $30,000",INCOME,"[0.57427168, 0.07917471, 0.34655361]",Mostly helps a man's chances
TRAITBIZMF2E_W36,"In general, how do you think being assertive impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2E_W36,Overall,Overall,"[0.74809523, 0.04877412, 0.20313064]",Mostly helps a man's chances
